Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Suggested Job Role
82,59,65,58,94,81,74,82,75,8,7,2,4,5,yes,no,Network Engineer
72,78,77,79,70,35,77,78,78,9,8,2,7,5,yes,yes,Web Developer
62,59,60,80,67,53,62,77,91,10,8,1,6,9,no,yes,Project Manager
63,79,77,74,65,37,69,78,72,8,6,4,8,5,yes,no,Web Developer
91,75,70,88,84,73,81,77,76,9,8,0,7,6,yes,yes,Systems Analyst
59,63,58,71,56,58,57,76,93,8,8,1,6,8,yes,yes,Project Manager
85,93,83,77,76,56,76,83,80,11,9,5,7,4,yes,yes,Software Engineer
83,87,76,82,77,60,82,71,83,10,8,0,6,6,yes,yes,Systems Analyst
95,73,82,91,80,48,75,77,78,12,9,1,9,8,yes,yes,DevOps Engineer
95,77,84,78,91,84,72,86,74,11,9,4,7,5,yes,yes,Cybersecurity Analyst
77,95,76,75,59,54,76,92,87,7,8,4,9,6,yes,yes,Data Scientist
92,63,52,62,83,87,89,70,73,7,7,0,6,7,yes,yes,Network Engineer
85,80,66,75,70,53,85,77,67,7,7,2,7,4,yes,yes,Database Administrator
96,84,86,81,89,63,75,81,84,7,8,2,7,5,yes,yes,Cybersecurity Analyst
95,80,77,83,93,61,83,81,81,10,8,3,8,5,yes,yes,Cybersecurity Analyst
92,64,65,74,84,82,87,76,68,8,6,0,6,6,yes,yes,Network Engineer
73,74,65,87,76,52,83,71,64,7,8,2,7,6,yes,yes,Database Administrator
72,71,59,78,69,51,63,73,92,10,8,1,6,9,yes,yes,Project Manager
73,60,53,80,64,42,55,71,94,9,7,1,5,8,yes,yes,Project Manager
86,74,66,77,76,61,89,86,83,9,7,1,7,7,no,yes,Systems Analyst
78,76,92,80,66,44,80,77,76,8,7,5,9,7,yes,yes,Mobile App Developer
78,81,97,78,84,67,78,87,68,7,7,3,9,7,no,yes,Software Engineer
53,63,60,62,48,58,47,82,82,6,7,0,4,8,no,yes,Business Analyst
54,69,71,67,61,43,55,66,82,6,6,3,7,7,yes,yes,UI/UX Designer
83,62,52,70,93,78,80,62,64,7,7,0,4,5,yes,no,Network Engineer
65,80,80,86,74,52,76,72,67,9,8,5,9,5,yes,yes,Web Developer
79,78,97,86,61,49,68,83,75,11,9,5,7,5,yes,yes,Software Engineer
77,81,78,70,72,44,62,85,73,7,9,2,8,6,no,yes,Data Scientist
94,84,78,88,87,51,86,76,72,7,9,1,8,6,yes,yes,Cloud Architect
73,88,81,74,71,57,81,86,66,10,8,0,7,4,yes,yes,Database Administrator
82,80,80,66,73,53,65,88,77,9,8,2,9,6,no,yes,Data Scientist
92,91,87,84,61,58,73,76,63,7,7,3,7,6,yes,yes,Software Engineer
89,77,70,80,83,43,92,70,72,8,8,0,7,4,yes,yes,Database Administrator
84,97,92,66,53,40,63,86,74,9,8,4,7,5,no,no,Data Scientist
75,81,92,78,66,41,65,65,82,9,8,6,7,6,yes,yes,Mobile App Developer
55,62,54,77,71,58,66,74,83,9,8,2,4,9,yes,no,Project Manager
71,93,92,79,51,49,71,85,77,9,8,3,9,6,yes,no,Data Scientist
69,70,57,84,57,45,62,75,94,10,7,1,6,9,yes,yes,Project Manager
83,75,82,84,79,51,79,72,85,8,7,2,6,7,yes,no,Quality Assurance Engineer
80,86,72,80,86,62,93,73,77,7,9,3,8,8,yes,no,Cloud Architect
59,62,60,70,64,40,61,73,84,7,8,1,4,9,yes,no,Project Manager
80,89,95,80,64,60,63,61,70,6,8,2,8,7,yes,yes,Mobile App Developer
78,72,74,83,73,47,70,74,87,9,8,2,6,7,yes,yes,Quality Assurance Engineer
78,72,70,79,80,63,82,78,81,9,8,0,6,7,yes,no,Systems Analyst
80,66,81,76,63,45,66,79,81,6,8,3,7,6,no,yes,Quality Assurance Engineer
79,76,78,70,81,43,79,89,66,9,8,0,6,5,yes,yes,Database Administrator
61,47,56,66,46,55,56,60,85,7,6,2,7,8,no,yes,UI/UX Designer
74,78,93,89,82,44,63,79,72,7,7,5,8,5,yes,yes,Web Developer
89,74,76,75,81,65,75,74,73,11,7,4,8,8,yes,yes,DevOps Engineer
89,74,75,77,80,65,96,82,82,7,9,3,7,6,yes,yes,Cloud Architect
79,58,70,62,93,76,83,65,71,10,6,0,6,6,yes,no,Network Engineer
78,81,76,84,66,57,87,83,64,8,8,1,8,6,yes,yes,Database Administrator
71,76,80,79,70,43,72,72,76,8,7,2,6,7,yes,no,Quality Assurance Engineer
79,86,78,77,68,55,87,89,77,8,8,0,7,4,yes,no,Database Administrator
61,70,56,86,58,51,67,63,80,7,7,0,4,9,no,yes,Project Manager
86,77,77,65,85,73,75,79,78,10,9,4,8,5,yes,yes,Cybersecurity Analyst
70,94,77,78,69,53,63,96,86,7,8,4,7,7,yes,yes,Data Scientist
90,74,76,82,80,74,85,67,77,10,8,1,8,6,yes,yes,Cloud Architect
55,68,60,79,59,38,65,71,82,8,6,2,5,7,yes,yes,UI/UX Designer
66,64,50,66,50,39,46,87,87,8,7,1,5,9,no,yes,Business Analyst
82,92,85,77,78,54,89,92,64,9,8,2,7,6,no,no,Software Engineer
75,80,92,93,81,47,66,90,60,9,9,2,7,7,yes,yes,Software Engineer
69,84,80,77,58,61,74,92,76,7,9,2,9,6,yes,yes,Data Scientist
78,73,71,71,81,63,82,84,74,10,8,2,8,5,yes,yes,Database Administrator
83,81,94,87,60,58,65,67,68,10,7,5,9,7,yes,yes,Mobile App Developer
66,66,62,81,70,52,59,63,94,10,7,0,6,8,yes,yes,Project Manager
88,88,87,83,81,50,87,70,73,10,7,3,8,7,no,yes,Software Engineer
57,71,67,84,71,50,59,75,94,8,8,1,6,9,yes,yes,Project Manager
59,56,69,78,63,43,69,70,80,8,7,0,4,9,no,yes,Project Manager
91,87,82,84,81,55,86,81,80,7,7,2,6,7,yes,no,Systems Analyst
79,76,70,82,70,65,92,81,70,7,7,0,6,7,yes,yes,Systems Analyst
78,79,82,88,77,63,82,82,75,8,7,0,7,6,no,yes,Systems Analyst
62,46,68,65,52,52,65,70,86,8,7,3,6,8,yes,yes,UI/UX Designer
83,73,77,88,84,39,64,71,79,8,8,1,9,7,no,no,Web Developer
66,59,64,76,54,43,66,75,93,8,8,0,4,8,yes,no,Business Analyst
92,72,82,86,85,60,95,84,76,7,9,2,7,6,no,no,Cloud Architect
94,91,75,79,92,66,71,82,70,11,8,4,7,5,no,yes,Cybersecurity Analyst
84,87,78,66,86,80,70,81,74,8,9,1,8,7,yes,yes,Cybersecurity Analyst
83,67,84,89,72,61,73,71,70,8,7,3,7,6,no,no,Quality Assurance Engineer
74,85,95,76,72,54,74,93,76,8,8,6,9,6,yes,yes,Machine Learning Engineer
88,91,89,86,57,69,76,90,79,11,9,5,9,6,yes,yes,Machine Learning Engineer
96,76,88,81,80,52,87,64,71,8,8,3,8,6,yes,yes,DevOps Engineer
71,66,94,87,70,58,64,74,79,6,8,5,8,5,yes,yes,Web Developer
73,87,89,92,67,47,71,77,73,8,7,7,7,6,yes,yes,Software Engineer
91,77,87,88,83,57,79,91,82,7,9,4,8,5,yes,yes,Software Engineer
88,85,90,84,59,60,69,95,76,11,8,4,8,6,yes,yes,Machine Learning Engineer
93,57,57,66,81,80,81,77,72,7,7,1,6,5,no,no,Network Engineer
91,80,80,86,75,65,89,78,84,9,8,0,6,7,no,no,Systems Analyst
71,83,82,75,80,55,87,75,76,10,9,6,8,6,no,yes,Software Engineer
72,74,73,87,75,55,76,81,65,9,7,0,8,5,yes,yes,Database Administrator
81,79,78,81,70,53,58,69,73,6,6,2,8,6,yes,yes,Web Developer
97,80,70,76,88,58,75,84,85,9,9,4,8,6,yes,yes,DevOps Engineer
88,81,79,80,69,44,89,87,70,8,8,1,8,5,no,yes,Database Administrator
76,83,80,86,67,63,75,88,76,8,9,2,9,4,yes,yes,Software Engineer
68,81,84,79,78,60,62,70,71,10,7,2,7,5,yes,yes,Mobile App Developer
93,81,80,68,91,75,75,75,66,9,8,3,7,6,yes,no,Cybersecurity Analyst
83,72,85,78,79,35,55,73,67,7,8,2,7,5,no,yes,Web Developer
73,80,91,81,69,65,83,76,62,10,7,3,8,5,yes,yes,Software Engineer
85,83,80,81,81,70,90,68,86,9,9,2,8,6,no,yes,Cloud Architect
93,93,87,91,82,44,86,85,65,6,8,2,9,6,yes,yes,Software Engineer
72,78,87,73,71,56,64,61,79,8,8,4,8,5,yes,yes,Web Developer
62,62,68,75,66,46,70,68,89,10,8,1,4,9,yes,no,Project Manager
70,96,88,81,57,50,79,96,70,8,8,1,7,5,yes,yes,Data Scientist
76,88,75,82,70,43,69,93,76,7,8,4,7,5,yes,yes,Data Scientist
68,60,65,61,60,35,66,67,87,6,6,4,5,8,no,no,UI/UX Designer
85,83,80,84,85,56,88,85,83,7,8,1,7,7,yes,yes,Systems Analyst
88,71,87,82,85,51,83,67,72,8,8,3,8,6,yes,yes,DevOps Engineer
66,73,71,76,63,60,70,79,90,10,7,1,6,9,no,no,Project Manager
88,73,68,77,74,65,87,71,85,7,8,1,7,6,no,yes,Systems Analyst
50,69,68,63,62,51,51,87,92,9,8,0,4,8,yes,yes,Business Analyst
94,71,60,56,83,70,84,72,67,7,7,2,5,5,yes,yes,Network Engineer
78,88,90,81,65,51,62,95,83,8,8,3,7,5,yes,yes,Data Scientist
86,82,69,79,70,63,93,82,60,10,7,2,7,5,yes,yes,Database Administrator
84,71,70,80,92,62,89,67,84,9,8,3,8,7,yes,yes,Cloud Architect
81,71,68,74,67,48,92,80,62,8,7,0,8,5,yes,yes,Database Administrator
84,78,77,80,82,71,89,81,74,7,9,3,7,8,yes,yes,Cloud Architect
78,79,73,84,84,41,87,71,78,8,8,2,7,6,yes,yes,Database Administrator
62,71,49,79,57,47,54,84,94,7,8,1,5,8,no,yes,Business Analyst
66,68,74,73,58,57,57,60,96,9,8,1,4,8,no,yes,Project Manager
67,64,72,60,47,49,69,59,79,8,6,2,7,8,no,yes,UI/UX Designer
70,89,89,93,76,44,68,79,83,6,8,2,7,5,yes,yes,Software Engineer
60,55,61,71,60,39,51,71,90,8,7,3,7,7,yes,yes,UI/UX Designer
70,92,86,82,60,64,87,72,83,8,9,6,8,4,yes,yes,Software Engineer
86,71,88,80,85,55,81,61,73,9,8,1,7,6,yes,yes,DevOps Engineer
65,65,94,85,79,51,62,66,74,8,8,1,8,5,yes,yes,Web Developer
55,62,54,71,71,46,71,65,94,7,7,1,5,8,yes,yes,Project Manager
82,75,89,81,72,56,74,60,67,9,7,5,7,6,yes,yes,Web Developer
87,84,84,82,87,68,93,81,77,10,8,3,8,7,yes,yes,Cloud Architect
54,66,71,62,50,48,64,63,85,8,6,2,7,8,yes,no,UI/UX Designer
67,89,94,82,70,55,68,62,69,9,8,5,8,7,yes,yes,Mobile App Developer
80,85,74,78,84,59,94,70,81,8,9,1,8,8,no,yes,Cloud Architect
93,91,83,87,77,40,80,82,69,9,8,3,9,6,no,yes,Software Engineer
89,90,92,93,76,43,76,78,78,9,7,5,8,6,yes,yes,Software Engineer
76,84,88,76,74,69,69,91,63,9,8,5,9,7,yes,yes,Software Engineer
68,96,75,82,69,56,74,95,82,7,8,2,9,7,yes,yes,Data Scientist
74,83,83,91,68,40,85,89,72,9,7,6,8,6,yes,yes,Software Engineer
82,75,77,81,77,41,90,75,78,7,7,0,8,4,no,yes,Database Administrator
84,76,94,82,67,56,76,88,69,6,7,7,8,7,yes,yes,Software Engineer
61,74,67,87,69,59,73,61,87,7,7,1,6,8,no,yes,Project Manager
88,78,72,83,88,61,97,75,80,7,8,2,7,7,no,yes,Cloud Architect
82,84,94,67,56,61,73,91,74,11,9,1,8,7,yes,yes,Data Scientist
73,85,83,71,58,57,71,92,77,8,9,2,8,7,yes,yes,Data Scientist
76,84,83,77,73,61,82,67,77,8,8,6,9,5,yes,yes,Mobile App Developer
92,67,76,80,83,56,89,80,72,9,7,3,9,8,yes,yes,DevOps Engineer
89,88,94,88,66,56,76,89,63,6,8,2,9,5,no,yes,Software Engineer
94,75,84,75,63,61,66,79,64,8,8,2,8,5,yes,yes,Software Engineer
85,76,85,82,89,63,95,66,81,10,9,1,7,8,yes,yes,Cloud Architect
89,82,73,75,84,51,92,68,86,8,8,3,8,8,yes,yes,Cloud Architect
79,75,83,77,65,56,81,83,76,7,7,0,7,4,yes,yes,Database Administrator
74,72,68,87,66,46,75,69,86,7,8,3,7,6,no,yes,Quality Assurance Engineer
96,85,71,83,91,77,77,83,71,10,8,4,7,5,yes,yes,Cybersecurity Analyst
82,83,84,65,72,57,64,85,72,10,9,1,9,5,no,yes,Data Scientist
69,86,78,69,73,40,60,88,88,11,9,4,8,7,yes,yes,Data Scientist
76,66,55,64,95,83,76,78,76,7,7,0,5,5,yes,no,Network Engineer
59,61,58,76,63,59,64,63,85,10,8,0,4,8,no,yes,Project Manager
85,77,88,81,74,60,62,76,75,6,7,2,8,7,no,yes,Mobile App Developer
60,57,62,66,57,35,55,56,90,7,6,3,6,8,yes,yes,UI/UX Designer
81,91,89,88,82,56,82,88,76,11,7,3,7,4,yes,yes,Software Engineer
78,80,70,79,76,55,61,75,73,7,7,3,6,7,yes,yes,Quality Assurance Engineer
85,77,74,89,92,64,88,74,74,9,8,4,9,7,yes,yes,DevOps Engineer
55,65,65,69,48,43,56,79,90,7,7,0,3,9,no,no,Business Analyst
76,82,82,76,82,54,88,91,81,10,7,3,9,7,yes,yes,Software Engineer
86,65,68,59,93,90,85,84,72,7,6,1,5,5,yes,yes,Network Engineer
77,76,80,79,68,56,73,80,74,11,9,4,8,6,yes,yes,Software Engineer
75,78,67,76,73,70,85,70,78,7,8,1,7,7,yes,yes,Systems Analyst
83,87,75,77,88,53,88,71,76,8,8,2,8,8,yes,no,Cloud Architect
87,89,80,91,63,44,82,73,84,7,8,5,7,7,yes,yes,Mobile App Developer
68,55,54,71,54,36,60,77,93,6,7,1,5,9,yes,yes,Business Analyst
50,58,56,64,53,56,48,85,81,9,8,0,4,8,yes,no,Business Analyst
58,67,64,76,63,51,51,70,90,9,7,1,3,8,yes,yes,Business Analyst
87,74,74,83,75,46,88,79,79,8,8,1,8,6,yes,yes,DevOps Engineer
91,90,70,80,86,83,84,76,65,11,9,2,7,6,yes,yes,Cybersecurity Analyst
73,84,89,83,69,40,71,65,80,9,8,4,9,6,no,no,Web Developer
83,85,94,83,53,62,66,96,73,10,8,3,8,6,yes,yes,Data Scientist
84,76,73,87,83,60,94,67,71,9,9,3,7,8,yes,yes,Cloud Architect
66,71,75,86,73,55,67,75,83,6,8,1,7,6,yes,yes,Web Developer
58,60,68,73,57,59,60,66,93,9,8,2,5,8,yes,yes,Project Manager
79,77,97,92,76,63,67,72,65,10,7,2,7,7,yes,yes,Software Engineer
65,58,55,67,47,53,58,78,82,9,7,1,5,8,yes,yes,Business Analyst
90,66,79,84,85,50,78,83,81,10,9,3,9,7,no,no,DevOps Engineer
75,94,85,81,66,45,64,92,71,10,9,4,8,5,yes,yes,Data Scientist
89,89,81,78,61,63,81,95,82,12,9,2,8,7,yes,yes,Machine Learning Engineer
69,72,66,81,76,50,74,67,82,7,8,3,7,7,no,yes,Quality Assurance Engineer
73,94,84,88,82,55,82,76,69,6,9,6,9,7,yes,yes,Software Engineer
70,89,81,90,84,47,77,90,60,10,9,6,8,4,yes,yes,Software Engineer
83,93,81,85,70,63,75,89,75,8,9,3,8,5,no,yes,Machine Learning Engineer
69,61,67,68,56,37,67,85,86,8,8,0,3,8,no,yes,Business Analyst
80,66,64,60,92,88,72,67,67,9,7,2,6,5,yes,yes,Network Engineer
91,82,81,90,79,64,86,80,80,8,8,2,8,8,yes,yes,DevOps Engineer
55,57,73,69,63,39,56,60,88,8,6,4,6,7,no,yes,UI/UX Designer
81,73,85,86,83,68,91,79,70,10,9,1,7,6,yes,yes,Cloud Architect
76,94,94,85,67,68,85,76,78,8,9,6,9,5,yes,yes,Software Engineer
85,91,91,86,62,47,66,93,80,11,9,6,8,6,yes,yes,Machine Learning Engineer
64,64,63,71,58,41,72,72,84,10,8,2,6,9,yes,no,Project Manager
60,61,68,81,55,46,73,72,91,10,8,0,5,9,no,yes,Project Manager
55,51,70,68,57,46,68,72,75,9,6,4,5,8,yes,yes,UI/UX Designer
88,93,83,78,70,66,69,89,70,11,8,7,8,7,no,yes,Software Engineer
54,55,61,65,58,35,66,66,88,7,7,4,6,7,yes,yes,UI/UX Designer
90,68,89,75,87,62,83,83,78,12,7,2,8,7,no,yes,DevOps Engineer
74,93,95,82,77,55,84,90,68,11,9,3,9,5,yes,yes,Machine Learning Engineer
90,82,84,73,91,79,82,82,65,10,9,4,8,5,yes,yes,Cybersecurity Analyst
97,76,78,83,92,62,81,63,82,8,8,2,9,6,yes,yes,DevOps Engineer
83,87,95,75,66,58,83,93,83,8,8,6,9,7,yes,yes,Machine Learning Engineer
62,63,55,72,55,41,69,52,75,9,6,1,6,7,yes,no,UI/UX Designer
91,86,80,83,85,73,92,79,78,10,8,1,8,7,no,yes,Cloud Architect
89,85,70,78,85,68,86,82,79,10,9,1,7,8,no,yes,Cloud Architect
91,63,58,64,94,74,84,79,61,7,8,0,5,6,yes,yes,Network Engineer
90,74,69,78,87,72,84,80,82,9,7,0,7,7,yes,yes,Systems Analyst
52,58,72,78,54,51,64,68,83,9,6,3,5,7,yes,yes,UI/UX Designer
86,97,83,86,71,53,83,88,66,12,8,6,9,5,yes,yes,Machine Learning Engineer
94,85,87,84,84,46,67,72,77,10,9,7,8,5,yes,no,Software Engineer
88,79,84,77,79,53,83,82,76,11,7,3,7,7,yes,no,DevOps Engineer
72,86,82,83,70,68,77,90,82,12,9,5,8,5,yes,yes,Machine Learning Engineer
67,70,81,79,72,49,64,73,81,6,7,2,8,7,no,yes,Mobile App Developer
77,78,87,78,83,64,67,72,77,10,8,4,9,4,yes,yes,Software Engineer
79,85,82,80,60,51,77,75,76,9,7,4,7,6,yes,no,Mobile App Developer
87,89,92,89,64,45,70,96,74,8,8,4,8,7,yes,yes,Machine Learning Engineer
69,82,83,84,55,57,65,87,81,7,8,2,9,5,yes,yes,Data Scientist
81,81,77,69,54,40,67,96,73,11,8,3,9,7,yes,yes,Data Scientist
73,68,70,84,57,44,72,73,95,8,7,2,6,9,yes,no,Project Manager
71,81,79,89,73,55,74,61,68,6,6,2,8,5,no,yes,Web Developer
65,72,51,60,45,52,48,89,84,9,8,0,5,9,yes,no,Business Analyst
57,69,55,70,68,55,55,76,87,8,8,1,5,9,yes,yes,Project Manager
84,82,65,84,81,71,87,83,74,9,7,2,7,6,yes,yes,Systems Analyst
92,85,86,85,81,73,91,69,85,8,9,1,7,6,yes,no,Cloud Architect
67,57,68,60,50,53,66,88,90,8,8,0,3,8,no,yes,Business Analyst
54,61,69,65,58,48,66,57,82,8,7,3,5,7,yes,yes,UI/UX Designer
72,75,82,79,74,53,67,70,64,7,9,7,9,6,no,yes,Software Engineer
77,67,57,70,92,72,85,68,73,7,6,0,6,7,yes,yes,Network Engineer
91,84,85,88,90,65,91,70,86,10,8,1,8,8,yes,yes,DevOps Engineer
77,94,76,75,53,58,76,87,87,7,9,2,9,5,yes,yes,Data Scientist
81,84,84,81,71,62,65,80,80,7,7,2,8,6,yes,yes,Mobile App Developer
80,67,82,72,72,52,64,79,84,6,8,3,7,5,yes,yes,Web Developer
66,73,87,80,66,55,66,77,84,7,8,4,7,5,yes,yes,Mobile App Developer
73,86,87,76,68,63,78,72,69,6,7,2,7,7,yes,yes,Mobile App Developer
79,87,74,82,70,69,82,84,83,7,7,0,7,6,yes,yes,Systems Analyst
66,69,63,71,63,38,60,53,88,7,7,1,5,8,no,yes,UI/UX Designer
82,70,62,67,96,92,89,64,76,10,6,1,4,6,yes,no,Network Engineer
75,85,71,85,76,70,88,75,87,7,7,1,6,7,no,yes,Systems Analyst
65,60,50,81,60,52,71,60,87,8,8,2,6,9,yes,yes,Project Manager
89,87,81,79,91,81,82,81,76,10,9,1,7,5,yes,yes,Cybersecurity Analyst
80,63,62,62,93,93,70,76,64,7,7,0,5,5,yes,no,Network Engineer
84,73,86,90,82,61,89,83,70,11,7,4,8,6,yes,yes,DevOps Engineer
89,81,84,80,79,70,86,77,77,7,8,2,6,7,yes,yes,Systems Analyst
77,83,82,85,62,58,69,74,75,7,7,6,7,5,no,yes,Mobile App Developer
86,74,75,88,91,53,79,82,76,10,9,4,8,8,no,yes,DevOps Engineer
74,82,83,82,82,53,78,73,79,10,7,0,8,4,yes,yes,Database Administrator
66,62,56,63,63,45,66,61,76,7,6,1,5,7,yes,yes,UI/UX Designer
93,69,87,89,80,55,85,79,87,8,8,2,8,7,yes,yes,DevOps Engineer
74,97,80,81,61,54,70,91,76,12,9,5,9,7,yes,yes,Machine Learning Engineer
68,77,83,79,77,40,75,80,85,9,8,3,7,6,yes,yes,Quality Assurance Engineer
74,69,52,82,62,64,61,67,97,7,8,2,6,8,no,yes,Project Manager
93,85,80,81,88,72,76,85,65,11,8,3,8,7,yes,yes,Cybersecurity Analyst
62,67,87,71,80,56,60,62,72,7,6,3,8,7,yes,no,Web Developer
86,73,70,75,93,50,84,70,70,8,7,1,7,8,yes,yes,DevOps Engineer
79,76,79,79,73,73,92,70,70,8,8,0,7,7,yes,yes,Systems Analyst
77,82,85,81,69,57,63,79,73,7,7,3,7,7,yes,yes,Web Developer
86,89,88,80,93,72,74,72,67,9,9,4,8,5,yes,no,Cybersecurity Analyst
90,71,86,87,89,67,75,75,74,9,9,3,8,8,yes,yes,DevOps Engineer
95,71,73,79,80,51,89,60,73,12,7,1,9,7,no,yes,DevOps Engineer
86,89,80,67,90,61,83,78,82,9,9,3,7,5,yes,yes,Cybersecurity Analyst
81,77,86,71,97,80,74,70,72,10,9,4,8,7,yes,yes,Cybersecurity Analyst
93,72,70,79,80,50,87,83,73,9,9,3,8,6,yes,yes,Cloud Architect
93,74,85,89,88,71,91,76,77,11,8,2,8,8,no,no,Cloud Architect
85,75,72,84,91,59,90,66,82,11,9,2,7,8,yes,yes,Cloud Architect
82,82,78,85,75,70,86,84,85,7,8,1,6,7,yes,no,Systems Analyst
64,61,56,66,54,59,68,89,93,9,7,1,3,8,yes,yes,Business Analyst
62,65,48,74,55,52,60,79,91,6,7,0,3,8,yes,yes,Business Analyst
59,54,57,74,61,52,68,68,86,9,6,4,7,8,no,yes,UI/UX Designer
83,81,87,80,71,46,77,81,78,9,8,6,7,6,yes,yes,Mobile App Developer
72,81,87,84,79,54,79,70,79,11,9,4,7,5,yes,yes,Software Engineer
71,57,51,77,56,41,63,79,85,8,8,0,4,8,yes,no,Project Manager
87,86,91,83,77,43,68,75,68,8,7,3,8,6,yes,yes,Mobile App Developer
55,59,68,66,54,49,59,71,91,8,6,1,5,8,yes,yes,UI/UX Designer
94,74,87,88,91,57,75,64,82,10,7,4,8,8,yes,yes,DevOps Engineer
92,70,79,83,80,50,85,71,73,10,8,1,8,7,yes,yes,Cloud Architect
82,78,80,91,67,41,72,76,61,11,8,4,9,5,no,yes,Software Engineer
66,87,85,77,66,47,77,86,83,9,8,1,7,6,yes,no,Data Scientist
73,55,52,81,63,60,59,60,89,7,8,2,6,8,yes,yes,Project Manager
97,82,74,71,91,73,74,78,68,10,9,4,7,7,yes,yes,Cybersecurity Analyst
57,59,56,73,51,45,52,74,87,9,7,0,5,9,no,yes,Business Analyst
65,73,91,82,78,62,82,84,70,6,8,2,9,7,yes,no,Mobile App Developer
55,63,64,62,62,55,68,54,85,7,6,4,6,7,no,no,UI/UX Designer
94,69,60,66,88,82,84,74,64,9,8,1,5,5,no,yes,Network Engineer
86,76,66,86,70,72,91,76,72,7,8,0,6,6,yes,no,Systems Analyst
81,80,82,77,72,47,56,66,74,9,8,1,8,6,no,yes,Web Developer
62,76,83,81,79,36,77,72,84,9,8,4,9,7,yes,yes,Web Developer
88,87,87,80,85,63,87,77,84,11,8,4,7,5,yes,no,Cybersecurity Analyst
68,73,93,76,71,46,79,68,73,6,7,6,9,5,yes,yes,Mobile App Developer
76,79,92,76,66,52,62,74,65,7,7,2,8,7,yes,yes,Mobile App Developer
70,75,84,91,63,58,66,75,82,8,8,1,7,6,yes,no,Quality Assurance Engineer
82,73,69,70,86,78,82,60,67,10,7,2,6,7,yes,no,Network Engineer
88,73,85,81,81,73,89,65,72,7,8,1,8,8,no,yes,Cloud Architect
80,91,90,87,73,61,77,94,65,8,9,4,8,7,yes,yes,Machine Learning Engineer
80,86,92,91,62,64,83,88,66,10,8,3,9,6,yes,yes,Machine Learning Engineer
86,87,84,85,81,55,93,77,65,8,7,0,6,5,yes,yes,Database Administrator
80,91,91,80,61,47,79,87,85,11,8,4,9,6,yes,no,Data Scientist
69,56,65,74,73,44,56,66,82,7,8,2,4,8,yes,yes,Project Manager
70,82,89,85,71,68,77,81,73,7,7,4,8,6,no,yes,Software Engineer
82,79,74,86,94,49,77,68,78,9,8,3,9,8,yes,no,DevOps Engineer
82,90,87,93,77,40,78,88,74,7,8,7,7,5,yes,yes,Software Engineer
65,75,78,80,64,58,78,77,76,9,8,3,6,6,yes,yes,Quality Assurance Engineer
68,57,65,60,59,52,65,58,75,8,6,4,7,7,yes,yes,UI/UX Designer
86,75,88,75,71,44,72,74,75,10,8,5,8,6,yes,yes,Mobile App Developer
84,78,70,79,85,71,88,65,79,10,9,1,8,7,no,yes,Cloud Architect
77,66,70,80,71,43,64,72,75,6,8,3,6,7,yes,yes,Quality Assurance Engineer
66,57,55,83,58,52,73,77,82,10,8,2,6,8,yes,no,Project Manager
65,74,64,73,69,61,68,60,88,9,7,2,6,8,no,yes,Project Manager
76,90,86,85,62,64,65,95,72,10,8,6,9,7,yes,yes,Machine Learning Engineer
71,75,78,84,78,47,62,72,87,6,8,3,6,6,yes,yes,Quality Assurance Engineer
84,73,64,64,91,93,85,68,74,8,8,0,5,7,no,no,Network Engineer
66,81,81,82,69,51,57,61,81,8,6,1,7,6,no,no,Web Developer
61,61,54,70,68,57,67,67,87,8,8,0,5,8,yes,yes,Project Manager
86,82,80,83,70,61,80,76,69,7,9,3,7,7,yes,yes,Software Engineer
63,58,74,70,50,55,50,68,81,9,7,3,6,7,no,yes,UI/UX Designer
67,46,74,74,61,44,50,55,77,8,6,1,5,7,yes,yes,UI/UX Designer
80,76,81,85,78,67,88,85,73,8,7,0,6,7,yes,yes,Systems Analyst
84,81,86,68,92,82,85,88,74,9,8,3,8,7,yes,yes,Cybersecurity Analyst
70,88,81,68,62,56,61,96,74,10,8,4,7,6,yes,yes,Data Scientist
78,85,83,75,62,47,66,91,83,10,8,6,9,6,no,yes,Machine Learning Engineer
67,47,71,66,57,50,54,53,84,6,6,2,6,8,yes,yes,UI/UX Designer
51,48,69,65,56,52,69,53,75,8,7,2,6,7,yes,yes,UI/UX Designer
79,96,88,76,77,60,79,89,84,9,9,3,8,5,yes,yes,Machine Learning Engineer
70,71,85,87,71,54,68,61,81,8,7,6,9,6,no,yes,Mobile App Developer
89,68,73,57,91,71,72,77,60,10,6,0,5,5,yes,yes,Network Engineer
88,87,84,67,92,69,78,82,80,9,9,3,7,5,yes,yes,Cybersecurity Analyst
72,66,63,84,70,41,72,71,95,7,8,0,5,8,yes,no,Project Manager
91,79,78,76,96,69,88,74,69,7,8,4,8,7,yes,yes,Cybersecurity Analyst
76,84,83,71,83,48,93,74,77,10,8,0,8,5,yes,yes,Database Administrator
85,75,86,83,92,61,86,82,74,10,9,4,9,7,yes,no,DevOps Engineer
83,76,67,75,84,41,91,81,71,8,7,2,7,6,yes,yes,Database Administrator
